word	reading	meaning	example_jp	example_vi	jlpt	word_type
席	せき	cái ghế (chỗ ngồi)			4	noun
洗濯機	せんたくき	máy giặt			4	noun
規則	きそく	quy tắc, kỉ luật			4	noun
使用禁止	しようきんし	cấm sử dụng			4	noun
立入禁止	たちいりきんし	cấm vào			4	noun
入り口	いりくち	cửa vào			4	noun
出口	いでぐち	lối ra			4	noun
非常口(ひじょうぐち)	非常口(ひじょうぐち)	lối thoát hiểm			4	noun
本日(ほんじつ)休業(きゅうぎょう)	本日(ほんじつ)休業(きゅうぎょう)	hôm nay nghỉ			4	noun
営業(えいぎょう)中(ちゅう)	営業(えいぎょう)中(ちゅう)	đang mở cửa			4	noun
使用(しよう)中(ちゅう)	使用(しよう)中(ちゅう)	đang sử dụng			4	noun
駐車(ちゅうしゃ)違反(いはん)	駐車(ちゅうしゃ)違反(いはん)	đỗ xe trái phép			4	noun
~以内(いない)	~以内(いない)	trong khoảng ~			4	noun
警察	けいさつ	(ngành) cảnh sát			4	noun
罰金(ばっきん)	罰金(ばっきん)	tiền phạt			4	noun
電報(でんぽう)	電報(でんぽう)	điện báo, điện tín			4	noun
人々(ひとびと)	人々(ひとびと)	những người			4	noun
急用(きゅうよう)	急用(きゅうよう)	việc gấp			4	noun
電報(でんぽう)代(だい)	電報(でんぽう)代(だい)	tiền điện báo			4	noun
短(みじか)く	短(みじか)く	ngắn gọn			4	godan_verb
危篤(きとく)	危篤(きとく)	nguy kịch (bệnh), hấp hối			4	noun
重(おも)い病気(びょうき)	重(おも)い病気(びょうき)	bệnh nặng			4	noun
留守(るす)	留守(るす)	đi vắng			4	noun
留守番(るすばん)	留守番(るすばん)	trông nhà, giữ nhà			4	noun
お祝(いわ)い	お祝(いわ)い	việc/vật mừng lời chúc mừng			4	noun
悲(かな)しみ	悲(かな)しみ	nỗi buồn			4	noun
磨(みが)く	磨(みが)く	mài giũa, cải thiện, đánh (răng)			4	godan_verb
見(み)つかる	見(み)つかる	tìm thấy			4	godan_verb
細(ほそ)い	細(ほそ)い	gầy			4	i_adjective
太い	ふとい	béo			4	i_adjective
盆踊り	ぼんおどり	múa trong hội Bon			4	noun
家具	かぐ	đồ dùng nội thất			4	noun
説明書	せつめいしょ	sách giải thích			4	noun
図ず	はかず	sơ đồ, hình vẽ			4	noun
線	せん	đường (kẻ)			4	noun
矢印	やじるし	dấu mũi tên			4	noun
さっき	さっき	vừa rồi			4	noun
茶道	さどう	trà đạo			4	noun
お茶を点てる	おちゃをたてる	pha, khuấy trà			4	ichidan_verb
先に	さきに	trước			4	adverb
苦い	にがい	đắng			4	i_adjective
親子丼ぶり	おやこどんぶりぶり	món oyako-don			4	noun
~個	~こ	~cái, ~quả (nhỏ)			4	noun
玉葱	たまねぎ	hành tây			4	noun
調味料	ちょうみりょう	gia vị			4	noun
鍋	なべ	cái nồi			4	noun
火にかける	ひにかける	đun			4	ichidan_verb
煮える	にえる	chín	芋が煮える		4	ichidan_verb
丼	どんぶり	cái bát tô			4	noun
咲く	さく	(hoa) nở	花が咲く		4	godan_verb
変わる	かわる	thay đổi, biến đổi			4	godan_verb
電話がかかる	でんわがかかる	có điện thoại			4	godan_verb
正しい	ただしい	chính xác			4	i_adjective
珍しい	めずらしい	hiếm			4	i_adjective
島	しま	đảo			4	noun
港	みなと	bến cảng			4	noun
屋上	おくじょう	mái nhà, nóc nhà, sân thượng			4	noun
海外	かいがい	nước ngoài			4	noun
山登り	やまのぼり	leo núi			4	noun
丸	まる	tròn, vòng tròn			4	noun
葉	は	lá			4	noun
曲	きょく	ca khúc khúc (1 đoạn, 1 khúc mắt, từng khúc,...)			4	noun
楽しみ	たのしみ	niềm vui			4	noun
初めに	はじめに	đầu tiên, trước hết			4	noun
それなら	それなら	vậy thì ...	面会できないのですね。それなら帰ります		4	noun
夜行バス	やこうバス	xe bus chạy đêm			4	noun
旅行社	りょこうしゃ	công ty du lịch			4	noun
スキー場	スキーじょう	bãi trượt tuyết			4	noun
朱	しゅ	đỏ			4	noun
交わる	まじわる	giao lưu, quan hệ			4	godan_verb
仲良く	なかよく	quan hệ tốt với, chơi thân với			4	noun
太る	ふとる	béo lên			4	godan_verb
痩せる	やせる	gầy đi			4	ichidan_verb
過ぎる	よぎる	quá, qua			4	ichidan_verb
慣れる	なれる	quen với			4	ichidan_verb
硬い	かたい	cứng rắn, cứng đờ			4	i_adjective
軟らかい	やわらかい	mềm (nắng) dịu			4	i_adjective
電子	でんし	điện tử			4	noun
携帯	けいたい	mang theo, cầm tay			4	noun
剣道	けんどう	kiếm đạo			4	noun
毎週	まいしゅう	hàng tuần			4	noun
毎月	まいつき	hàng tháng			4	noun
毎年	まいとし	hàng năm			4	noun
この頃	このころ	gần đây			4	noun
~ずつ	~ずつ	từng ~ một			4	godan_verb
そのほうが~	そのほうが~	như thế ~ hơn			4	noun
お客様	おきゃくさま	quý khách			4	noun
していらっしゃいます	していらっしゃいます	しています			4	godan_verb
水泳	すいえい	bơi, môn bơi			4	noun
~とか	~とか	(những thứ như) ~ chẳng hạn			4	noun
気持ち	きもち	cảm giác			4	noun
乗り物	のりもの	phương tiện đi lại			4	noun
~世紀	~せいき	thế kỷ ~			4	noun
遠く	とおく	xa, ở xa			4	godan_verb
汽車	きしゃ	tàu hơi nước			4	noun
汽船	きせん	thuyền chạy bằng hơi nước			4	noun
運ぶ	はこぶ	vận chuyển, khiêng vác			4	godan_verb
安全	あんぜん	an toàn			4	na_adjective
叱る	しかる	mắng			4	godan_verb
招待	しょうたい	chiêu đãi, mời			4	noun
盗る	とる	ăn trộm (văn nói)			4	godan_verb
踏む	ふむ	giẫm, đạp			4	godan_verb
輸出	ゆしゅつ	xuất khẩu			4	noun
輸入	ゆにゅう	nhập khẩu			4	noun
設計	せっけい	thiết kế			4	noun
米	べい	gạo			4	noun
麦	むぎ	lúa mạch			4	noun
石油	せきゆ	dầu mỏ			4	noun
原料	げんりょう	nguyên, vật liệu			4	noun
泥棒	どろぼう	kẻ trộm			4	noun
建築家	けんちくか	kiến trúc sư			4	noun
科学者	かがくしゃ	nhà khoa học			4	noun
~によって	~によって	do ~			4	noun
埋め立てる	うめたてる	bồi đắp (để xây dựng)			4	ichidan_verb
騒音	そうおん	tiếng ồn			4	noun
豪華	ごうか	sang chảnh, màu mè, xa xỉ	豪華な舞台衣装 絢爛 (けんらん) 豪華		4	na_adjective
彫刻	ちょうこく	điêu khắc			4	noun
眠る	ねむる	(trạng thái) ngủ	nói về trạng thái đang ngủ		4	godan_verb
彫る	ほる	khắc			4	godan_verb
仲間	なかま	bạn bè, đồng nghiệp; một nhóm có điểm chung			4	noun
そのあと~	そのあと~	sau đó ~			4	noun
一生懸命	いっしょうけんめい	chăm chỉ, miệt mài (làm) hết sức			4	na_adjective
鼠	ねずみ	con chuột			4	noun
~匹	~ひき	~ con			4	noun
入院	にゅういん	nhập viện			4	noun
退院	たいいん	xuất viện			4	noun
気持ちが良い	きもちがよい	dễ chịu			4	i_adjective
気持ちが悪い	きもちがわるい	khó chịu, kinh, tởm			4	i_adjective
赤ちゃん	あかちゃん	em bé			4	noun
駅前	えきまえ	khu vực trước ga			4	noun
海岸	かいがん	bờ biển			4	noun
嘘	うそ	giả dối			4	noun
電源	でんげん	nguồn điện			4	noun
N製	Nせい	sản xuất tại N			4	noun
手紙を回覧する	てがみをかいらんする	lưu hành thư	図書・文書などを、順送りに回して読むこと。		4	noun
研究室	けんきゅうしつ	phòng nghiên cứu			4	noun
~冊	~さつ	~ cuốn, quyển			4	noun
判子	はんこ	con dấu			4	noun
姉妹	しまい	chị em gái			4	noun
似ている	にている	hơi giống			4	godan_verb
世話をする	せわをする	giúp đỡ			4	godan_verb
時間が経つ	じかんがたつ	thời gian trôi qua			4	godan_verb
~点	~てん	~ điểm			4	noun
喧嘩	けんか	cãi nhau			4	noun
答える	こたえる	trả lời (câu hỏi)			4	ichidan_verb
倒れる	たおれる	đổ, ngã	暴風で木が倒れる 石につまずいて倒れる	立っている状態を続けられなくなって横になる。 支える力を失ってころんだり、倒壊したりする。	4	ichidan_verb
焼ける	やける	cháy, nướng			4	ichidan_verb
通る	とおる	lưu thông	絶え間なく車が通る	人や車が行き来する。	4	godan_verb
死ぬ	しぬ	chết			4	godan_verb
安心	あんしん	yên tâm			4	noun
早退	そうたい	về sớm			4	noun
離婚	りこん	ly hôn			4	noun
複雑	ふくざつ	phức tạp			4	na_adjective
汚い	きたない	dơ			4	i_adjective
恥ずかしい	はずかしい	xấu hổ, ngại			4	i_adjective
お見合い	おみあい	mai mối, xem mắt			4	noun
電話代	でんわだい	tiền điện thoại			4	noun
~号室	~ごうしつ	phòng số ~			4	noun
汗	あせ	mồ hôi			4	noun
大勢	たいせい	đa số, phần đông			4	noun
お疲れ様でした	おつかれさまでした	vất vả rồi			4	noun
伺う	うかがう	行く 聞く 尋ねる			4	godan_verb
途中で	とちゅうで	giữa đường; giữa chừng			4	noun
並ぶ	ならぶ	xếp hàng	切符を買いに並ぶ 店に品物が並んでいる 並んで座る		4	godan_verb
大人	おとな	người lớn			4	noun
西洋化	せいようか	Tây Âu hóa			4	noun
今では	いまでは	bây giờ thì			4	noun
成人式	せいじんしき	lễ trưởng thành			4	noun
測る	はかる	đo thân nhiệt	[体温[たいおん]]を[測[はか]]る		4	godan_verb
到着	とうちゃく	đến nơi			4	noun
危険	きけん	nguy hiểm			4	na_adjective
忘年会	ぼうねんかい	tiệc tất niên			4	noun
新年会	しんねんかい	tiệc tân niên			4	noun
二次会	にじかい	tăng hai			4	noun
大会	たいかい	đại hội, cuộc thi			4	noun
裏	うら	mặt sau			4	noun
返事	へんじ	hồi âm, phản hồi (dùng rất rộng)	気のない返事 返事はすぐ書いた方がいい 読者の質問に返事を出す		4	noun
本当	ほんとう	thật			4	na_adjective
傷	きず	vết thương			4	noun
長さ	ながさ	chiều dài			4	noun
重さ	おもさ	cân nặng			4	noun
高さ	たかさ	chiều cao			4	noun
大きさ	おおきさ	độ lớn, độ to			4	noun
~便	~びん	chuyến bay ~			4	noun
~号	~ごう	số ~ (tàu, cơn bão)			4	noun
~本	~ほん	~ cây (thon dài)			4	noun
~杯	~はい	~ chén, cốc, ly			4	noun
~キロ	~キロ	~ kilo			4	noun
~グラム	~グラム	~ gam			4	noun
~センチ	~センチ	~cm			4	noun
~ミリ	~ミリ	mm			4	noun
~以上	~いじょう	~ trở lên			4	noun
~以下	~いか	~ trở xuống	５以下の数は５，４，３，。。。		4	noun
どうでしょうか	どうでしょうか	thế nào?			4	noun
所で	ところで	à mà, tiện thể	話題を変えて別の話を始める		4	adverb
いらっしゃいます	いらっしゃいます	đến, hoan nghênh			4	godan_verb
爆弾	ばくだん	bom			4	noun
運転者	うんてんしゃ	tài xế			4	noun
離れる	はなれる	tách rời xa cách			4	ichidan_verb
急に	きゅうに	gấp, đột nhiên			4	adverb
手に入れる	てにいれる	có được, lấy được			4	ichidan_verb
今でも	いまでも	ngay cả bây giờ			4	noun
噂	うわさ	lời đồn, bàn tán có ai nhắc đến mình (hắt xì)			4	noun
頂きます	いただきます	nhận			4	godan_verb
くださる	くださる	(ai đó) cho, tặng (mình)	社長は私にとけいをくださいます 先生は私にボールペンをくださいます		4	godan_verb
やる	やる	cho, tặng, làm, giúp			4	godan_verb
取り替える	とりかえる	đổi, thay			4	ichidan_verb
親切にする	しんせつにする	đối xử thân thiện			4	godan_verb
可愛い	かわいい	đáng yêu, dễ thương			4	i_adjective
お年玉	おとしだま	tiền mừng tuổi			4	noun
お見舞い	おみまい	thăm bệnh			4	noun
(~に)興味がある	(~に)きょうみがある	có hứng thú với ~			4	godan_verb
文法	ぶんぽう	ngữ pháp			4	noun
発音	はつおん	phát âm			4	noun
猿	さる	con khỉ			4	noun
絵本	えほん	quyển truyện tranh			4	noun
絵葉書	えはがき	bưu ảnh			4	noun
靴下	くつした	cái tất			4	noun
手袋	てぶくろ	găng tay			4	noun
祖父	そふ	ông			4	noun
祖母	そぼ	bà (mình)			4	noun
孫	まご	cháu			4	noun
叔父	おじ	chú, cậu			4	noun
叔父さん	おじさん	chú, cậu (khác)			4	noun
叔母	おば	cô, dì			4	noun
叔母さん	おばさん	cô, dì			4	noun
一昨年	いっさくねん	 năm trước			4	noun
助かる	たすかる	được cứu giúp			4	godan_verb
昔話	むかしばなし	truyện cổ tích			4	noun
或る~	あるる~	~ nọ,  ~ nào đó			4	noun
男	おとこ	đàn ông, con trai			4	noun
亀	かめ	con rùa			4	noun
お姫様	おひめさま	công chúa			4	noun
楽しく	たのしく	vui			4	godan_verb
陸	りく	lục địa, đất liền			4	noun
真っ白	まっしろ	trắng tinh			4	na_adjective
混ぜる	まぜる	trộn, khuấy (không phân biệt được) cho (ai) tham gia cùng			4	ichidan_verb
厚い	あつい	dày			4	i_adjective
音楽家	おんがくか	nhạc sĩ			4	noun
法律	ほうりつ	pháp luật			4	noun
戦争	せんそう	chiến tranh			4	noun
関係	かんけい	quan hệ, liên quan			4	noun
薬缶	やかん	ấm đun nước			4	noun
栓抜き	せんぬき	cái mở nắp chai			4	noun
缶切り	かんきり	cái mở đồ hộp			4	noun
缶詰	かんづめ	đồ hộp			4	noun
算盤	そろばん	bàn tính			4	noun
体温計	たいおんけい	nhiệt kế			4	noun
なぜ	なぜ	tại sao	chỉ đơn thuần là hỏi lí do		4	noun
食品	しょくひん	thực phẩm			4	noun
~の代わりに	~のかわりに	thay ~, thay thế ~			4	noun
どこででも	どこででも	ở đâu cũng			4	noun
上がる	あがる	đi lên	二階に上がる		4	godan_verb
下がる	さがる	bị giảm xuống lùi về			4	godan_verb
切れる	きれる	bị đứt	ひもが切れる 緊張の糸が切れる	力が加わって、ひと続きのもの、つながっているものなどが分かれる。	4	ichidan_verb
とれる	とれる	bị tuột			4	ichidan_verb
落つ	おつ	bị rơi, tạch			4	godan_verb
無くなる	なくなる	bị mất			4	godan_verb
丈夫	じょうぶ	chắc, bền			4	na_adjective
変	へん	lạ, kỳ quặc			4	na_adjective
不味い	まずい	dở			4	i_adjective
詰まらない	つまらない	buồn tẻ, chán			4	i_adjective
冷房	れいぼう	thiết bị làm mát			4	noun
服のセンスがある	ふくのセンスがある	có khiếu, có gu (ăn mặc)			4	godan_verb
今にも	いまにも	(sắp) ~ đến nơi			4	noun
会員	かいいん	thành viên			4	noun
適当	てきとう	thích hợp, phù hợp	工場の建設に適当な土地 この仕事に適当する人材		4	na_adjective
年齢	ねんれい	tuổi			4	noun
~という	~という	là ~, gọi là ~			4	godan_verb
薔薇	ばら	hoa hồng			4	noun
起きる	おきる	thức dậy xảy ra (tai nạn)			4	ichidan_verb
和食	わしょく	món ăn Nhật			4	noun
洋食	ようしょく	món ăn Âu Mỹ			4	noun
おかず	おかず	thức ăn kèm, đồ nhấm, món ăn thêm			4	noun
量	りょう	lượng			4	noun
~倍	~ばい	~ lần			4	noun
半分	はんぶん	một nửa			4	noun
箪笥	たんす	tủ ngăn kéo			4	noun
洗濯物	せんたくぶつ	đồ giặt			4	noun
理由	りゆう	lý do			4	noun
嫌がる	いやがる	không thích, không muốn			4	godan_verb
表現	ひょうげん	cách diễn đạt biểu hiện			4	noun
これら	これら	những cái này			4	noun
縁起が悪い	えんぎがわるい	không may, không lành			4	i_adjective
合ってるけど	あってるけど	đúng nhưng mà...			4	noun
用意	ようい	chuẩn bị những thứ cần thiết			4	noun
保証書	ほしょうしょ	giấy bảo hành			4	noun
領収書	りょうしゅうしょ	hóa đơn			4	noun
贈り物	おくりもの	quà tặng			4	noun
係	かかり	việc quản lí, phụ trách			4	noun
中止	ちゅうし	dừng, đình chỉ			4	noun
点	てん	điểm			4	noun
札	さつ	tờ tiền giấy			4	noun
以上です	いじょうです	xin hết			4	godan_verb
係員	かかりいん	người chịu trách nhiệm			4	noun
~位	~い	vị trị thứ ~ giải ~			4	noun
悩み	なやみ	lo nghĩ phiền muộn			4	noun
目覚まし	めざまし	báo thức			4	noun
大学生	だいがくせい	sinh viên đại học			4	noun
それでも	それでも	tuy thế, mặc dù thế			4	noun
焼く	やく	thiêu rụi	枯れ草を焼く 失火で家を焼く		4	godan_verb
人を渡す	ひとをわたす	đưa người sang sông	船で人を渡す	人や荷物を舟で向こう岸に運ぶ。	4	godan_verb
帰って来る	かえってくる	về, trở lại			4	godan_verb
宅配便	たくはいびん	dịch vụ giao hàng tận nhà			4	noun
注射	ちゅうしゃ	tiêm			4	noun
丁度	ちょうど	vừa đúng			4	noun
たった今	たったいま	vừa mới rồi vừa lúc nãy			4	noun
今いいでしょうか	いまいいでしょうか	bây giờ làm phiền chút được không			4	noun
具合	ぐあい	trạng thái, tình trạng			4	noun
お待たせしました	おまたせしました	để (bạn) phải đợi rồi			4	noun
宝庫	ほうこ	kho báu			4	noun
手に入る	てにはいる	thu nhập được			4	godan_verb
一部分	いちぶぶん	một bộ phận			4	noun
入力	にゅうりょく	nhập liệu			4	noun
秒	びょう	giây			4	noun
集まる	あつまる	tập trung, tụ tập			4	godan_verb
別れる	わかれる	chia tay, ly biệt			4	ichidan_verb
長生き	ながいき	sống lâu			4	noun
天気予報	てんきよほう	dự báo thời tiết			4	noun
人口	じんこう	dân số			4	noun
匂い	におい	mùi hương, hương vị			4	noun
科学	かがく	khoa học			4	noun
医学	いがく	y học			4	noun
文学	ぶんがく	văn học			4	noun
救急車	きゅうきゅうしゃ	xe cấp cứu			4	noun
賛成	さんせい	tán thành			4	noun
反対	はんたい	phản đối ngược lại			4	na_adjective
~によると	~によると	theo như ~ thì			4	noun
婚約	こんやく	đính hôn			4	noun
知り合う	しりあう	gặp gỡ làm quen; quen biết nhau			4	godan_verb
平均寿命	へいきんじゅみょう	tuổi thọ trung bình			4	noun
比べる	くらべる	so sánh			4	ichidan_verb
博士	はかせ	tiến sĩ			4	noun
脳	のう	não			4	noun
化粧品	けしょうひん	mỹ phẩm			4	noun
調べ	しらべ	sự điều tra, tìm hiểu giai điệu, âm điệu			4	noun
化粧	けしょう	trang điểm			4	noun
塾	じゅく	lớp học thêm			4	noun
生徒	せいと	học sinh (THPT trở xuống)			4	noun
入管	にゅうかん	cục nhập cảnh	日本に到着したばかりで、入管に行きました		4	noun
再入国ビザ	さいにゅうこくビザ	thị thực tái nhập cảnh			4	noun
~間	~かん	trong ~ (thời gian)			4	noun
お忙しいですか	おいそがしいですか	có bận không			4	noun
久しぶり	ひさしぶり	một thời gian lâu			4	noun
それまでに	それまでに	cho đến khi đó			4	noun
構いません	かまいません	không bận tâm			4	noun
楽しむ	たのしむ	vui vẻ tận hưởng			4	godan_verb
代わりをする	かわりをする	thay thế			4	godan_verb
競走	きょうそう	chạy đua			4	noun
芸	げい	trò diễn, tiết mục			4	noun
心	こころ	trái tim, tấm lòng, cảm tình			4	noun
~にとって	~にとって	đối với ~			4	noun
~に勤める	~につとめる	làm việc ở ~			4	ichidan_verb
そばに寄る	そばによる	xích lại gần bên	彼女のそばに寄る たき火の近くに寄る	ある人・物やある所に向かって近づく。 近寄る。	4	godan_verb
召し上がります	めしあがります	ăn, uống			4	godan_verb
おっしゃいます	おっしゃいます	言います			4	godan_verb
なさいます	なさいます	làm			4	godan_verb
ご覧になります	ごらんになります	見ます			4	godan_verb
ご存じます	ごぞんじます	知ります			4	godan_verb
挨拶	あいさつ	chào hỏi			4	noun
旅館	りょかん	khách sạn kiểu Nhật			4	noun
会場	かいじょう	hội trường			4	noun
バス停	バスてい	bến xe bus			4	noun
貿易	ぼうえき	thương mại			4	noun
~様	~さま	ngài ~			4	noun
帰りに	かえりに	trên đường về			4	noun
偶に	偶に	thỉnh thoảng			4	adverb
遠慮なく	えんりょなく	không giữ ý, không khách sáo			4	godan_verb
~年~組	~ねん~ぐみ	năm ~ lớp ~			4	noun
よろしくお伝えください	よろしくおつたえください	cho tôi gửi lời hỏi thăm			4	i_adjective
失礼いたします	しつれいいたします	xin phép			4	godan_verb
講師	こうし	giảng/giáo viên			4	noun
多くの~	おおくの~	nhiều ~			4	noun
受賞	じゅしょう	nhận thưởng			4	noun
世界的に	せかいてきに	tầm cỡ thế giới			4	noun
作家	さっか	nhà văn			4	noun
~でいらっしゃいます	~でいらっしゃいます	です			4	godan_verb
お持ちです	おもちです	持っています			4	godan_verb
作曲	さっきょく	sáng tác nhạc			4	noun
それでは	それでは	vậy thì ...			4	noun
参ります	まいります	đi, đến có mặt			4	godan_verb
おります	おります	います			4	godan_verb
申します	もうします	いいます			4	godan_verb
いたします	いたします	します			4	godan_verb
拝見します	はいけんします	見ます			4	godan_verb
存じます	ぞんじます	知ります			4	ichidan_verb
お目にかかります	おめにかかります	会います			4	godan_verb
ございます	ございます	あります			4	godan_verb
でございます	でございます	です			4	godan_verb
お宅	おたく	nhà			4	noun
アルバム	アルバム	album			4	noun
再来週	さらいしゅう	tuần sau nữa			4	noun
再来月	さらいげつ	tháng sau nữa			4	noun
再来年	さらいねん	năm sau nữa			4	noun
半年	はんとし	nửa năm			4	noun
最初に	さいしょに	đầu tiên, trước hết			4	noun
最後	さいご	cuối cùng			4	noun
ただ今	ただいま	ngay bây giờ (lịch sự) tôi về rồi (dùng khi về nhà)			4	noun
賞金	しょうきん	tiền thưởng			4	noun
頃	ころ	hồi, thời			4	noun
叶う	かなう	thành hiện thực			4	godan_verb
一言よろしいでしょうか	ひとことよろしいでしょうか	tôi xin phép nói vài lời được không			4	noun
心から	こころから	từ trái tim/đáy lòng			4	noun
拝啓	はいけい	kính gửi ~ (dùng ở đầu thư)			4	noun
お元気でいらっしゃいますか	おげんきでいらっしゃいますか	ngài có khỏe không			4	noun
迷惑をかける	めいわくをかける	làm phiền			4	ichidan_verb
素材を生かす	そざいをいかす	tận dụng tối đa nguyên liệu	素材を生かして料理する		4	godan_verb
お城	おしろ	lâu đài			4	noun
敬具	けいぐ	kính thư (dùng ở cuối thư)			4	noun
所得	しょとく	Thực lãnh			3	noun
掴む	つかむ	chiếm lấy cảm xúc, trái tim	大衆の心を掴む 固定客を掴む	人の気持ちなどを自分に引きつけて離さないようにする。	3	godan_verb
掴む	つかむ	nắm bắt được trọng tâm	事件解決の糸口を掴む こつを掴む	物事の要点などを確実にとらえる。	3	godan_verb
会計窓口	かいけいまどぐち	thủ quỹ			4	noun
ベッド	ベッド	giường			5	noun
医師	いし	bác sĩ			5	noun
先月	せんげつ	tháng trước			5	noun
去年・去年	きょねん・こぞ	năm trước			5	noun
今月	こんげつ	tháng này			5	noun
今年	ことし	năm nay			5	noun
来月	らいげつ	tháng sau			5	noun
来年	らいねん	năm sau			5	noun
快速	かいそく	tàu cao tốc			5	noun
物価	ぶっか	vật giá			5	noun
ビル	ビル	nhà cao ốc nhiều tầng			5	noun
円い	まるい	tròn (2D)			4	i_adjective
展示会	てんじかい	nơi trưng bày hàng hóa			4	noun
夜間	やかん	thời gian buổi tối			4	noun
白	しろ	màu trắng			4	noun
青	あお	xanh dương			4	noun
嘘つき	うそつき	kẻ nói dối			4	noun
複雑さ	ふくざつさ	sự phức tạp			4	noun
図る	はかる	lập kế hoạch, tiến hành			4	godan_verb
起こる	おこる	xảy ra (thứ chưa từng có trước đây)	静電気が起こる さざ波が起こる	今までなかったものが新たに生じる。 おきる。	4	godan_verb
見分け方	みわけかた	cách phân biệt			3	noun
代金引換・代引き	だいきんひきかえ	ship COD (nhận hàng rồi gửi tiền)			4	noun
長命	ちょうめい	sống lâu			4	noun
比較	ひかく	so sánh			3	noun
大まか	おおまか	khái quát, sơ bộ, đại khái	大(おお)まかな流(なが)れ 大(おお)まかな計算(けいさん)		5	na_adjective
実家	じっか	Quê nhà, nhà bố mẹ đẻ			3	noun
進級	しんきゅう	Thăng cấp			3	noun
退学警告	たいがくけいこく	Cảnh cáo đuổi học			3	noun
退学届	たいがくとどけ	Đơn xin nghỉ học			3	noun
中退	ちゅうたい	Nghỉ học giữa chừng			3	noun
辞職	じしょく	Từ chức, thôi việc			3	noun
休職	きゅうしょく	Nghỉ việc (ngắn hạn có lí do)			3	noun
破産	はさん	Phá sản			3	noun
面目	めんぼく	Khuôn mặt, sĩ diện, thể diện			3	noun
盲目	もうもく	mù mắt, mù quáng			3	na_adjective
盲目的	もうもくてき	một cách mù quáng			3	na_adjective
貧者	ひんじゃ	người nghèo			3	noun
品切れ	しなぎれ	hết hàng			4	noun
工場長	こうじょうちょう	trưởng nhà máy			5	noun
絆	きずな	Ràng buộc, gắn bó			3	noun
整頓	せいとん	Sắp xếp đúng thứ tự vị trí cũ	教室の机を整頓する 乱れた資料の順序を整頓する		3	noun
清掃	せいそう	Dọn sạch sẽ kết hợp kiểm tra			3	noun
殖える	ふえる	Nhân lên (tăng lên từ chính thứ ban đầu)			3	ichidan_verb
痩せ我慢	やせがまん	Giả vờ ổn			3	noun
辛抱	しんぼう	Chịu khổ			3	noun
棄てる	すてる	ném			3	ichidan_verb
出展	しゅってん	Trưng bày			3	noun
判型	はんがた	Khổ giấy			3	noun
醜い	みにくい	trông khó coi			5	i_adjective
居る・居る	いる	có, ở, có mặt	ここにいる 誰(だれ)かいる		5	godan_verb
サボる	サボる	Trốn học/việc			3	godan_verb
夜明け	よあけ	Bình minh	夜明けに出発する		3	noun
暁	あかつき	Bình minh			3	noun
明け方	あけがた	Trước mình binh (Thời điểm nhen nhóm bắt đầu có ánh sáng mờ nhạt của Mặt Trời)	明け方を一緒に迎えよう		3	noun
朝早く	あさはやく	Sáng sớm			3	noun
超える	こえる	Vượt quá (↑) (giới hạn nhất định)			3	ichidan_verb
マスク	マスク	khẩu trang dụng cụ bảo vệ mặt			5	noun
詫びる	わびる	xin lỗi			3	ichidan_verb
向き	むき	Phù hợp			3	na_adjective
詰る	つまる	Khiển trách			3	godan_verb
交じる	まじる	Lẫn lộn			3	godan_verb
交ざる	まざる	Trộn vào nhau (phân biệt được)			3	godan_verb
客観	きゃっかん	Khách quan			3	noun
客観的	きゃっかんてき	Tính khách quan			3	na_adjective
主観	しゅかん	Chủ quan			3	noun
主観的	しゅかんてき	Tính chủ quan			3	na_adjective
断水	だんすい	Mất nước			3	noun
法曹	ほうそう	Nghề Luật			3	noun
つり革	つりかわ	Tay nắm trên xe bus, tàu			3	noun
手すり	てすり	tay vịn cầu thang, hành lang, ...			3	noun
芸能	げいのう	Nghệ thuật đại chúng			3	noun
演技	えんぎ	Diễn xuất			3	noun
演説	えんぜつ	Diễn thuyết, diễn văn (để thuyết phục)			3	noun
演習	えんしゅう	Diễn tập, thực hành			3	noun
お見えになる	おみえになる	来る			4	godan_verb
富	とみ	Tài sản			3	noun
解ける	とける	Tuột ra, cởi ra			3	ichidan_verb
溶ける	とける	Tan ra (ở nhiệt độ thường)			3	ichidan_verb
蕩ける	とろける	Tan chảy ra (ở nhiệt độ cao)			3	ichidan_verb
剥がす	へがす	Bóc (những thứ dính trên thứ khác)	シールを剥がす 生爪を剥がす		3	godan_verb
剥ぐ	はぐ	Lột (để sử dụng)			3	godan_verb
富を殖やす	とみをふやす	Gia tăng tài sản	富を殖やす		3	godan_verb
窓が開く	まどがひらく	cửa sổ mở	隔て・仕切り・覆いなどが、動かされて除かれる。		4	godan_verb
欠如	けつじょ	Thiếu	若者のコミュニケーション能力の欠如が問題になった。		3	noun
囲う	かこう	Bao quanh, bảo bọc (bảo vệ thứ bên trong)			3	godan_verb
著す	あらわす	Viết sách (sau đó xuất bản)			3	godan_verb
溶く	とく	Làm tan ra			3	godan_verb
溶かす	とかす	Hòa tan; Làm nóng chảy			3	godan_verb
解く	とく	Tháo dỡ, cởi bỏ, gỡ			3	godan_verb
渋る	しぶる	không mượt không suôn sẻ	筆が渋る 売れ行きが渋る	物事がすらすらと運ばなくなる。 円滑に進まなくなる。	3	godan_verb
躊躇う	ためらう	Do dự, chần chừ (do phân vân); Lởn vởn một chỗ do phân vân;			3	godan_verb
